loyalty_number,loyalty_card,education,gender,total_flights_lifetime,total_distance_km,total_points_earned,total_points_used,avg_salary,total_activity_periods
358384,Star,College,Male,42,63855,63855.0,1101,73262.0,24
665373,Aurora,Bachelor,Male,10,15528,15528.0,0,68372.0,24
867840,Star,High School Or Below,Female,20,30843,30843.0,0,79618.0,24
672570,Nova,Bachelor,Male,47,70097,70097.0,447,58894.0,24
923041,Nova,Bachelor,Female,25,39166,39166.0,416,69142.0,24
650445,Star,Bachelor,Female,69,82188,82188.0,853,79568.0,24
857914,Star,Bachelor,Female,41,47880,47880.0,475,81325.0,24
880099,Nova,Bachelor,Female,0,0,0.0,0,66845.0,24
368523,Star,Bachelor,Male,36,61645,61645.0,0,99801.0,24
788001,Aurora,College,Female,36,57905,57905.0,2015,73262.0,24
957764,Star,Bachelor,Male,31,54893,54893.0,402,85364.0,24
250619,Star,Bachelor,Male,35,61564,61564.0,404,66507.0,24
747304,Star,Bachelor,Male,22,38775,38775.0,1006,62030.0,24
621583,Star,Bachelor,Male,43,66184,66184.0,0,47733.0,24
205111,Aurora,Bachelor,Female,30,33136,33136.0,392,69098.0,24
545010,Star,Bachelor,Male,11,14581,14581.0,749,81571.0,24
765481,Nova,College,Female,37,53717,53717.0,439,73262.0,24
122283,Aurora,Bachelor,Male,28,50647,50647.0,1558,74727.0,24
714536,Nova,Bachelor,Female,48,83039,83039.0,1086,96019.0,24
302188,Star,Bachelor,Female,6,12710,12710.0,0,74521.0,24
874415,Star,Bachelor,Male,15,14093,14093.0,0,67988.0,24
394248,Nova,College,Male,37,53759,53759.0,938,73262.0,24
975918,Nova,Bachelor,Female,59,96908,96908.0,1311,94864.0,24
102464,Star,Bachelor,Male,14,17067,17067.0,761,60563.0,24
814112,Aurora,Bachelor,Male,34,55974,55974.0,0,81078.0,24
604943,Nova,Bachelor,Male,41,62608,62608.0,922,78423.0,24
140381,Nova,Master,Female,51,88034,88034.0,302,112860.0,24
131036,Aurora,Bachelor,Male,24,37238,37238.0,0,92516.0,24
635517,Nova,Doctor,Female,11,14916,14916.0,0,281486.0,24
481931,Star,Bachelor,Female,51,75352,75352.0,422,89306.0,24
308991,Nova,High School Or Below,Male,37,54086,54086.0,593,56303.0,24
329826,Aurora,Bachelor,Female,43,58864,58864.0,574,104617.0,24
820542,Nova,Bachelor,Female,36,61557,61557.0,1348,49197.0,24
163445,Aurora,College,Female,11,16918,16918.0,0,73262.0,24
645508,Aurora,Bachelor,Female,43,72890,72890.0,1484,88792.0,24
295138,Nova,College,Female,22,22024,22024.0,409,73262.0,24
975692,Nova,Bachelor,Male,0,0,0.0,0,55335.0,24
778393,Nova,Bachelor,Male,36,39304,39304.0,532,68677.0,24
334997,Nova,Bachelor,Male,45,65857,65857.0,0,63567.0,24
211714,Star,Doctor,Female,49,59866,59866.0,3025,103572.0,24
811333,Aurora,Bachelor,Female,37,57227,57227.0,2636,82937.0,24
851931,Aurora,Bachelor,Male,40,61060,61060.0,1380,80529.0,24
971107,Nova,Bachelor,Male,44,72046,72046.0,670,70867.0,24
406176,Star,Bachelor,Male,30,44822,44822.0,640,64001.0,24
456614,Star,Bachelor,Male,11,12332,12332.0,461,91435.0,24
931537,Aurora,College,Female,29,43565,43565.0,1399,73262.0,24
275807,Star,Bachelor,Female,0,0,0.0,0,84203.0,24
169054,Star,College,Male,29,53757,53757.0,1076,73262.0,24
696090,Aurora,Bachelor,Female,43,70084,70084.0,2443,103202.0,24
263762,Star,Bachelor,Male,40,51398,51398.0,0,57886.0,24
754416,Nova,College,Male,31,52513,52513.0,1485,73262.0,24
347142,Star,Bachelor,Male,27,44337,44337.0,1193,88363.0,24
881846,Star,College,Female,31,46484,46484.0,682,73262.0,24
292843,Aurora,College,Male,39,66164,66164.0,450,73262.0,24
655263,Star,Bachelor,Female,0,0,0.0,0,49516.0,24
667800,Nova,College,Female,0,0,0.0,0,73262.0,24
457489,Star,Bachelor,Female,23,38768,38768.0,1752,58766.0,24
641039,Nova,College,Male,19,29348,29348.0,1530,73262.0,24
284621,Star,College,Female,29,36848,36848.0,0,73262.0,24
426022,Nova,Bachelor,Male,0,0,0.0,0,54314.0,24
149549,Star,Bachelor,Male,45,82936,124404.0,1160,74431.0,11
301760,Star,Bachelor,Male,48,67127,67127.0,3274,71922.0,24
738204,Nova,Bachelor,Female,41,55610,55610.0,1614,65076.0,24
884909,Star,Bachelor,Female,59,76409,76409.0,2556,59169.0,24
316666,Star,Bachelor,Female,8,12362,12362.0,551,88552.0,24
716360,Nova,Bachelor,Male,37,62475,62475.0,0,88282.0,24
238342,Star,College,Male,34,31894,47841.0,0,73262.0,11
106936,Nova,Bachelor,Female,45,71149,71149.0,948,67299.0,24
854998,Star,Bachelor,Female,41,53478,53478.0,908,96700.0,24
651054,Star,Bachelor,Male,7,11831,11831.0,672,101280.0,24
855372,Nova,Bachelor,Female,38,61492,61492.0,351,88084.0,24
463146,Nova,Master,Female,12,17555,17555.0,510,106899.0,24
416768,Star,College,Male,40,56494,56494.0,786,73262.0,24
254097,Nova,Bachelor,Male,36,62370,93555.0,577,84988.0,11
210815,Star,College,Male,22,33839,33839.0,439,73262.0,24
496371,Star,Bachelor,Male,39,64367,64367.0,1195,101226.0,24
482681,Aurora,College,Female,46,58536,58536.0,2970,73262.0,24
618719,Star,Bachelor,Male,48,82668,82668.0,1652,50570.0,24
583648,Star,Bachelor,Male,28,46088,46088.0,668,59210.0,24
432366,Aurora,Bachelor,Male,31,50171,50171.0,1048,53080.0,24
606989,Nova,Doctor,Male,43,67859,67859.0,1656,250253.0,24
762044,Nova,Bachelor,Male,31,50405,50405.0,1958,57611.0,24
440595,Nova,Bachelor,Female,49,61484,61484.0,0,71130.0,24
624621,Star,Bachelor,Female,13,23099,23099.0,1389,99662.0,24
617489,Nova,Master,Female,58,91897,91897.0,1926,81765.0,24
783300,Nova,Master,Female,36,57227,57227.0,1037,75891.0,24
696486,Star,College,Male,49,66488,66488.0,2144,73262.0,24
767648,Aurora,Bachelor,Male,21,30651,30651.0,972,57480.0,24
537397,Nova,Bachelor,Male,36,56629,56629.0,0,88493.0,24
630588,Star,College,Male,51,90358,90358.0,0,73262.0,24
309230,Aurora,Bachelor,Female,51,76392,76392.0,1372,77866.0,24
900460,Star,Doctor,Male,37,58984,58984.0,715,152955.0,24
588516,Aurora,Bachelor,Female,48,75724,75724.0,1886,70119.0,24
900853,Star,Bachelor,Male,48,85188,85188.0,448,59034.0,24
133608,Nova,Bachelor,Female,34,42821,42821.0,544,78248.0,24
119200,Star,Bachelor,Female,31,44595,44595.0,1004,69835.0,24
884992,Star,Doctor,Male,0,0,0.0,0,277737.0,24
773290,Star,Bachelor,Female,30,44171,44171.0,1341,90879.0,24
794136,Star,College,Female,51,66720,66720.0,1923,73262.0,24
928916,Star,College,Male,37,42805,42805.0,576,73262.0,24
542002,Star,Bachelor,Male,32,56433,56433.0,1592,48210.0,24
966512,Aurora,College,Female,17,26743,26743.0,655,73262.0,24
976834,Nova,Bachelor,Female,3,6576,6576.0,0,61547.0,24
933656,Aurora,Master,Male,35,53253,53253.0,2021,105487.0,24
469230,Star,College,Female,34,49374,49374.0,1568,73262.0,24
837012,Star,Bachelor,Female,44,71521,71521.0,2153,53270.0,24
344372,Star,Bachelor,Female,81,87328,130992.0,1928,49894.0,11
575612,Nova,College,Female,31,44202,44202.0,444,73262.0,24
367685,Aurora,College,Female,10,10836,10836.0,0,73262.0,24
318945,Aurora,College,Male,32,45254,45254.0,903,73262.0,24
620563,Star,Master,Female,38,48908,48908.0,2512,102782.0,24
955666,Nova,Bachelor,Female,45,66189,66189.0,1462,102416.0,24
797685,Star,College,Male,31,47547,47547.0,1407,73262.0,24
205697,Aurora,Master,Female,36,47741,47741.0,987,113785.0,24
225327,Nova,Bachelor,Male,32,47942,47942.0,0,84015.0,24
189197,Nova,Bachelor,Male,49,72626,72626.0,1170,64614.0,24
930562,Nova,Bachelor,Female,38,67478,67478.0,2674,78112.0,24
581913,Aurora,Bachelor,Female,12,14712,14712.0,1923,63853.0,24
989478,Nova,College,Male,41,63761,63761.0,0,73262.0,24
551833,Star,Bachelor,Female,31,42885,42885.0,699,102274.0,24
856483,Nova,College,Male,20,32810,32810.0,862,73262.0,24
463751,Star,Bachelor,Male,47,77608,77608.0,1360,46831.0,24
911971,Star,College,Male,30,43676,43676.0,0,73262.0,24
925979,Star,College,Female,3,7425,7425.0,0,73262.0,24
330947,Nova,College,Male,15,17560,17560.0,0,73262.0,24
181434,Nova,High School Or Below,Male,0,0,0.0,0,66695.0,24
351615,Aurora,College,Female,61,91824,91824.0,440,73262.0,24
135421,Aurora,Bachelor,Female,50,72677,72677.0,959,91156.0,24
822507,Star,Bachelor,Female,30,50151,50151.0,1797,53061.0,24
275306,Star,Bachelor,Male,44,60913,60913.0,832,90541.0,24
676877,Aurora,Bachelor,Female,35,50939,50939.0,355,86077.0,24
870687,Nova,Bachelor,Male,38,64255,64255.0,1046,86818.0,24
890753,Star,College,Male,23,39053,39053.0,723,73262.0,24
355578,Aurora,Bachelor,Male,19,31330,31330.0,873,56780.0,24
683699,Nova,Bachelor,Male,32,41029,41029.0,457,94801.0,24
149912,Aurora,Bachelor,Female,14,24672,24672.0,0,81857.0,24
152681,Nova,College,Male,40,59354,59354.0,963,73262.0,24
643605,Nova,Bachelor,Male,41,42707,42707.0,3306,46978.0,24
889525,Star,College,Male,1,824,824.0,0,73262.0,24
804710,Aurora,College,Female,41,56213,56213.0,2537,73262.0,24
406988,Nova,College,Female,0,0,0.0,0,73262.0,24
368830,Aurora,College,Female,0,0,0.0,0,73262.0,24
773095,Nova,Bachelor,Female,32,41346,62019.0,0,76573.0,11
879964,Star,High School Or Below,Male,48,76494,114741.0,669,59237.0,11
670939,Aurora,Bachelor,Female,38,38534,57801.0,546,30203.0,11
767331,Nova,Bachelor,Male,34,48646,48646.0,0,61899.0,24
352617,Nova,Bachelor,Male,26,42733,42733.0,0,89062.0,24
979449,Aurora,Bachelor,Male,24,44303,44303.0,1920,64373.0,24
136430,Star,College,Male,33,53284,53284.0,1718,73262.0,24
785992,Nova,Master,Male,45,50742,50742.0,1508,102782.0,24
531286,Aurora,Bachelor,Female,32,51458,51458.0,1976,61515.0,24
216359,Nova,High School Or Below,Male,3,2790,2790.0,0,40119.0,24
298671,Aurora,High School Or Below,Male,36,64473,64473.0,0,63422.0,24
708519,Star,Bachelor,Female,51,83713,83713.0,1534,51079.0,24
666556,Star,High School Or Below,Female,42,63678,63678.0,940,69529.0,24
284892,Nova,Bachelor,Male,44,59310,88965.0,626,73449.0,11
153884,Star,College,Male,34,55936,55936.0,575,73262.0,24
529922,Nova,Bachelor,Female,47,75516,75516.0,500,89913.0,24
496357,Nova,Master,Male,42,67083,67083.0,882,101038.0,24
824076,Nova,Bachelor,Female,0,0,0.0,0,75728.0,24
612013,Nova,Bachelor,Male,12,23667,23667.0,0,54734.0,24
402706,Nova,College,Female,40,59131,59131.0,0,73262.0,24
734838,Nova,Doctor,Male,25,45274,45274.0,459,197007.0,24
799622,Nova,Bachelor,Male,0,0,0.0,0,56030.0,24
401350,Star,Bachelor,Male,6,8774,8774.0,461,90991.0,24
170311,Nova,Bachelor,Female,28,40114,40114.0,764,65664.0,24
301603,Aurora,College,Female,33,44277,44277.0,425,73262.0,24
357149,Star,College,Female,27,40655,40655.0,882,73262.0,24
733603,Star,Bachelor,Female,26,42903,42903.0,992,103066.0,24
905909,Star,Bachelor,Male,33,45731,45731.0,2096,100956.0,24
272123,Aurora,Bachelor,Male,0,0,0.0,0,51585.0,24
157911,Star,Bachelor,Male,35,48482,48482.0,2227,55550.0,24
994609,Aurora,Bachelor,Male,46,80855,80855.0,2315,81070.0,24
844193,Nova,College,Male,51,71306,71306.0,1499,73262.0,24
658996,Star,Doctor,Male,29,34382,34382.0,0,171815.0,24
269565,Star,Bachelor,Male,22,34020,34020.0,1220,54457.0,24
113220,Star,Bachelor,Male,36,53362,53362.0,1732,86215.0,24
693528,Nova,Bachelor,Female,5,10974,10974.0,0,64680.0,24
455474,Aurora,Bachelor,Female,45,65462,65462.0,0,53016.0,24
887995,Star,College,Male,41,60491,60491.0,413,73262.0,24
674738,Star,College,Male,20,36183,36183.0,813,73262.0,24
414164,Star,Bachelor,Female,21,29631,29631.0,563,69274.0,24
205671,Star,Bachelor,Male,46,66732,66732.0,0,75231.0,24
600756,Star,College,Male,39,57372,57372.0,1075,73262.0,24
251324,Nova,College,Female,47,67889,67889.0,491,73262.0,24
396997,Nova,Bachelor,Male,48,66529,66529.0,1274,52618.0,24
930325,Nova,Bachelor,Female,42,66148,66148.0,330,54706.0,24
546758,Star,College,Male,43,72239,72239.0,644,73262.0,24
944702,Star,College,Male,16,17275,17275.0,0,73262.0,24
565133,Star,Bachelor,Male,43,75674,75674.0,472,62202.0,24
650529,Aurora,Bachelor,Female,38,69087,69087.0,2165,89198.0,24
779291,Star,Bachelor,Male,47,50903,50903.0,327,56717.0,24
726688,Aurora,Doctor,Male,33,47630,47630.0,522,78165.0,24
999513,Aurora,Bachelor,Female,27,30046,30046.0,487,93052.0,24
818597,Nova,College,Male,33,35436,35436.0,883,73262.0,24
432493,Star,College,Male,62,87037,87037.0,1018,73262.0,24
322501,Nova,Bachelor,Female,39,63813,63813.0,656,95315.0,24
584285,Aurora,Bachelor,Male,43,73047,73047.0,1316,72409.0,24
300376,Star,College,Female,0,0,0.0,0,73262.0,24
302792,Nova,Bachelor,Male,0,0,0.0,0,60928.0,24
634386,Star,College,Male,44,68652,68652.0,2060,73262.0,24
883242,Star,College,Male,3,6822,6822.0,0,73262.0,24
854812,Nova,Bachelor,Female,56,85341,85341.0,910,86991.0,24
525202,Star,Bachelor,Female,3,7086,7086.0,0,47802.0,24
264034,Nova,College,Male,0,0,0.0,0,73262.0,11
700770,Star,Bachelor,Male,32,57125,57125.0,0,83782.0,24
553943,Nova,College,Male,42,59759,59759.0,334,73262.0,24
872946,Star,Bachelor,Female,30,45345,45345.0,1256,90548.0,24
440699,Nova,Bachelor,Female,5,4935,4935.0,0,104968.0,24
939752,Star,Bachelor,Male,49,78636,78636.0,0,71849.0,24
391509,Nova,Bachelor,Female,30,47608,47608.0,1782,53225.0,24
783165,Aurora,Bachelor,Female,0,0,0.0,0,104286.0,24
290902,Star,Bachelor,Male,51,74547,74547.0,386,76300.0,24
351513,Aurora,Doctor,Female,0,0,0.0,0,210090.0,24
704308,Nova,College,Female,0,0,0.0,0,73262.0,24
565811,Aurora,Bachelor,Female,47,76571,76571.0,921,85081.0,24
404434,Nova,College,Female,45,65916,65916.0,1621,73262.0,24
686474,Star,Bachelor,Female,0,0,0.0,0,82371.0,24
461325,Star,Bachelor,Female,0,0,0.0,0,87777.0,24
564449,Nova,College,Female,32,56793,56793.0,696,73262.0,24
841373,Aurora,Bachelor,Male,37,58385,58385.0,1185,85368.0,24
101356,Nova,Bachelor,Male,0,0,0.0,0,50688.0,24
873886,Star,Bachelor,Male,33,51382,51382.0,955,52881.0,24
849813,Nova,College,Female,0,0,0.0,0,73262.0,24
106589,Star,High School Or Below,Male,0,0,0.0,0,71630.0,24
127137,Star,Bachelor,Male,46,69880,69880.0,2694,76396.0,24
998072,Nova,Master,Female,24,44291,44291.0,0,97206.0,24
793801,Nova,Bachelor,Male,0,0,0.0,0,49794.0,24
770759,Nova,College,Male,10,19629,19629.0,1867,73262.0,24
811748,Star,Bachelor,Male,3,6167,6167.0,0,60468.0,24
732524,Aurora,Bachelor,Female,38,60352,60352.0,954,60208.0,24
352053,Nova,Bachelor,Male,49,78868,78868.0,1642,97314.0,24
317683,Aurora,Bachelor,Male,39,62317,62317.0,1366,72919.0,24
690641,Star,Bachelor,Female,23,35669,35669.0,0,71728.0,24
516544,Star,College,Male,38,47697,47697.0,1219,73262.0,24
174996,Star,College,Female,42,66517,66517.0,0,73262.0,24
423609,Star,Bachelor,Female,30,45437,45437.0,420,92213.0,24
167177,Star,Bachelor,Female,19,29977,29977.0,1129,70244.0,24
173343,Nova,Bachelor,Female,79,140653,208158.0,543,57631.0,11
871972,Nova,Bachelor,Female,52,72114,72114.0,612,78616.0,24
482551,Star,College,Female,37,49862,49862.0,796,73262.0,24
721423,Star,College,Female,45,79511,79511.0,484,73262.0,24
755374,Nova,Bachelor,Female,39,55746,55746.0,1141,89853.0,24
549064,Nova,Master,Female,42,57686,57686.0,982,112860.0,24
586365,Star,College,Male,22,28083,28083.0,624,73262.0,24
757938,Star,High School Or Below,Male,30,44841,44841.0,725,72660.0,24
751823,Nova,Bachelor,Male,41,72294,72294.0,854,77288.0,24
197578,Nova,Bachelor,Female,30,37855,37855.0,1708,76248.0,24
652501,Nova,Bachelor,Male,48,58187,58187.0,881,77615.0,24
421252,Star,Bachelor,Female,3,5994,5994.0,513,72765.0,24
967241,Aurora,College,Male,48,72665,72665.0,437,73262.0,24
823986,Star,High School Or Below,Male,18,31013,31013.0,0,68586.0,24
968666,Aurora,Bachelor,Female,30,41400,41400.0,0,67757.0,24
247692,Nova,Bachelor,Female,2,2399,2399.0,0,78830.0,24
879812,Nova,Bachelor,Male,0,0,0.0,0,59510.0,24
315736,Nova,Master,Female,32,48143,48143.0,1479,112860.0,24
112733,Nova,Bachelor,Female,46,55364,55364.0,0,78298.0,24
629267,Star,Bachelor,Male,0,0,0.0,0,80471.0,24
620969,Nova,Bachelor,Female,12,17455,17455.0,502,48521.0,24
155795,Aurora,Bachelor,Female,76,107257,158145.0,409,54455.0,11
490824,Aurora,Bachelor,Male,30,48119,48119.0,0,72459.0,24
139518,Aurora,Bachelor,Male,43,65672,65672.0,387,57235.0,24
505962,Star,Bachelor,Male,39,54183,54183.0,0,79367.0,24
496403,Nova,Bachelor,Female,25,48026,48026.0,483,90671.0,24
898423,Aurora,Bachelor,Female,40,58601,58601.0,2104,59709.0,24
751351,Star,Bachelor,Male,29,43817,43817.0,1128,68048.0,24
790366,Star,Bachelor,Female,0,0,0.0,0,65219.0,24
387721,Star,College,Female,36,65694,65694.0,0,73262.0,24
939741,Star,Master,Female,25,38086,38086.0,471,133080.0,24
410460,Aurora,Bachelor,Female,17,30145,30145.0,543,57117.0,24
628837,Nova,Bachelor,Female,1,870,870.0,0,49698.0,24
286636,Aurora,Bachelor,Female,52,87631,87631.0,1536,91817.0,24
692741,Nova,Bachelor,Male,0,0,0.0,0,55985.0,24
478050,Nova,Bachelor,Female,46,78803,78803.0,888,64374.0,24
977676,Nova,Bachelor,Male,5,6230,6230.0,0,49816.0,24
270203,Star,College,Female,0,0,0.0,0,73262.0,24
582843,Nova,Bachelor,Male,3,7092,7092.0,0,78196.0,24
157212,Aurora,Bachelor,Female,47,59641,59641.0,1672,76452.0,24
688615,Star,College,Female,1,1214,1214.0,0,73262.0,24
561107,Nova,Bachelor,Female,36,50733,50733.0,1693,85082.0,24
455937,Star,Bachelor,Female,32,48462,48462.0,552,81031.0,24
317726,Star,College,Male,35,50580,50580.0,1765,73262.0,24
690029,Star,Doctor,Male,31,39252,39252.0,0,146559.0,24
176284,Nova,College,Male,26,42619,42619.0,1478,73262.0,24
557867,Star,College,Female,40,68696,68696.0,930,73262.0,24
388478,Star,Bachelor,Female,9,10349,10349.0,917,89856.0,24
551837,Star,High School Or Below,Male,41,67890,67890.0,930,72896.0,24
326561,Star,Bachelor,Female,11,21817,21817.0,0,94208.0,24
843836,Nova,Bachelor,Female,29,53848,53848.0,1334,104907.0,24
132209,Nova,Bachelor,Male,46,58493,58493.0,0,78100.0,24
663072,Nova,College,Male,0,0,0.0,0,73262.0,24
920175,Nova,Bachelor,Female,49,70192,70192.0,1495,54117.0,24
249833,Nova,Bachelor,Male,12,20215,20215.0,596,80351.0,24
275762,Nova,Bachelor,Female,40,65450,65450.0,0,58779.0,24
241854,Nova,Bachelor,Male,0,0,0.0,0,72168.0,11
853266,Nova,Bachelor,Male,14,31676,31676.0,824,49785.0,24
366537,Star,College,Male,37,57684,57684.0,3035,73262.0,24
386649,Star,Bachelor,Male,36,60232,60232.0,1225,67896.0,24
656454,Star,College,Male,2,3860,3860.0,0,73262.0,24
470998,Aurora,High School Or Below,Female,15,22223,22223.0,572,63641.0,24
577795,Aurora,Bachelor,Male,53,78339,78339.0,1440,101933.0,24
467580,Star,College,Female,5,9030,9030.0,0,73262.0,24
777861,Star,Bachelor,Female,2,2801,2801.0,0,64353.0,24
798814,Star,Bachelor,Female,24,43592,43592.0,1078,89781.0,24
552936,Aurora,Doctor,Female,9,14496,14496.0,0,221274.0,24
201564,Star,Bachelor,Female,34,61931,61931.0,618,47052.0,24
856364,Nova,Bachelor,Female,35,57564,57564.0,1497,69098.0,24
371737,Nova,Bachelor,Female,45,95133,93537.0,0,31456.0,11
721438,Nova,Bachelor,Male,43,58105,58105.0,377,88425.0,24
735676,Nova,Bachelor,Female,23,33677,33677.0,1243,62028.0,24
370450,Star,High School Or Below,Female,44,56131,56131.0,1382,62160.0,24
122946,Nova,Bachelor,Male,28,36462,36462.0,0,101984.0,24
441155,Nova,Bachelor,Female,26,29457,29457.0,1742,96485.0,24
883574,Aurora,Bachelor,Male,33,39082,39082.0,2093,62075.0,24
512426,Star,High School Or Below,Female,31,43384,43384.0,934,62915.0,24
154680,Star,College,Female,34,49425,49425.0,482,73262.0,24
916843,Nova,Bachelor,Female,33,51430,51430.0,970,69098.0,24
611247,Aurora,Bachelor,Female,0,0,0.0,0,100585.0,24
488647,Aurora,Bachelor,Female,17,21951,21951.0,1083,91037.0,24
498998,Nova,Bachelor,Male,8,10988,10988.0,405,59828.0,24
555102,Star,College,Female,50,84108,84108.0,516,73262.0,24
599483,Star,Master,Female,48,65847,65847.0,1166,75327.0,24
113864,Star,Bachelor,Male,16,17202,17202.0,521,79913.0,24
342738,Aurora,College,Male,0,0,0.0,0,73262.0,24
325382,Nova,College,Female,47,84170,84170.0,1033,73262.0,24
678243,Aurora,Master,Male,42,56193,56193.0,0,83773.0,24
974829,Star,Bachelor,Female,27,41191,41191.0,0,87029.0,24
996349,Nova,Bachelor,Male,32,49619,49619.0,1034,56015.0,24
333595,Nova,Bachelor,Female,41,59469,59469.0,476,49798.0,24
113040,Nova,Bachelor,Female,29,55322,55322.0,0,65935.0,24
618124,Star,Bachelor,Male,31,39034,39034.0,667,103965.0,24
853704,Aurora,Bachelor,Male,37,60432,60432.0,1038,50920.0,24
161276,Star,Master,Male,35,57136,57136.0,1267,88418.0,24
414727,Nova,Bachelor,Female,43,81372,81372.0,2173,102379.0,24
262177,Nova,Bachelor,Male,44,77118,77118.0,1906,58729.0,24
150291,Nova,Bachelor,Male,31,50976,50976.0,0,70384.0,24
137751,Star,Bachelor,Male,29,41748,41748.0,1085,67475.0,24
312867,Nova,College,Female,31,45945,45945.0,334,73262.0,24
540918,Star,Bachelor,Male,45,73611,73611.0,1097,76153.0,24
470738,Nova,College,Female,49,82289,82289.0,2851,73262.0,24
853894,Aurora,College,Female,37,50638,50638.0,2196,73262.0,24
973485,Star,Bachelor,Female,43,65687,65687.0,1133,83842.0,24
332387,Nova,Bachelor,Male,38,61377,61377.0,1267,60776.0,24
522572,Aurora,College,Female,30,55640,55640.0,1502,73262.0,24
290507,Star,Bachelor,Female,11,21155,21155.0,372,69917.0,24
766012,Aurora,College,Male,0,0,0.0,0,73262.0,24
502376,Nova,Bachelor,Male,34,47955,47955.0,595,74612.0,24
238119,Star,Bachelor,Male,50,78117,78117.0,611,75980.0,24
447092,Star,College,Male,40,58779,58779.0,1266,73262.0,24
345978,Star,Bachelor,Male,10,15160,15160.0,504,79593.0,24
442018,Nova,High School Or Below,Male,32,47776,47776.0,738,45229.0,24
764305,Star,Bachelor,Male,46,81275,81275.0,1543,58725.0,24
590727,Nova,College,Male,16,23731,23731.0,1238,73262.0,24
164559,Aurora,Bachelor,Male,41,73671,92106.0,0,52904.0,11
467848,Nova,Bachelor,Male,17,23522,23522.0,490,54477.0,24
602346,Star,Bachelor,Female,26,37726,37726.0,1012,55781.0,24
429238,Aurora,College,Male,49,82560,82560.0,2991,73262.0,24
191917,Star,College,Male,45,53494,53494.0,2024,73262.0,24
842855,Star,College,Male,40,58289,58289.0,392,73262.0,24
